count,date,btc_index,eth_per,ltc_per,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,count_vendors,sum,txVolume(USD)_e_e,txCount_e_e,marketcap(USD)_e_e,price(USD)_e_e,exchangeVolume(USD)_e_e,generatedCoins_e_e,fees_e_e,activeAddresses_e_e,txVolume(USD)_l,txCount_l,marketcap(USD)_l,price(USD)_l,exchangeVolume(USD)_l,generatedCoins_l,fees_l,activeAddresses_l,Price_futures,VIX Close,cyber_attack_index,hashrate,diff,dum_future,btc_per,cyber_attack
364,8/8/16,43,5,1,631758317.3,232184,9365440000,592.74,61194100,1812.5,86.77055111,null,4,7566,23211893.93,42789,903184000,10.91,14956700,32175.9375,53.89657543,19723,15295652.24,3386,177444000,3.77,1379300,13975,16.78797737,null,0,11.5,54,1485352.56,2.02E+11,0,129,108
365,8/9/16,45,5,1,928106114.7,221761,9339660000,591.04,92228100,1687.5,71.63863786,null,4,7570,35712870.11,46695,933431000,11.27,36656600,32666.40625,31.4768204,21993,14399119.03,3026,177889000,3.78,1878160,14950,27.31554735,null,0,11.66,47,1495388.72,2.02E+11,0,135,94
366,8/10/16,42,5,1,804151254.9,256713,9286960000,587.65,102905000,1975,80.2720284,null,1,7571,58978899.17,45893,1012910000,12.23,28096300,32162.96875,33.42224228,20364,13951757.89,2686,176955000,3.76,1656370,13950,17.39150647,null,0,12.05,80,1254520.74,2.02E+11,0,126,160
367,8/11/16,41,5,1,896309898.6,250298,9358770000,592.12,74514400,1712.5,78.44898699,null,5,7576,47262829.54,47851,1005720000,12.14,17505000,32196.09375,32.08672164,21934,21101795.17,3480,174921000,3.72,2374230,14975,21.00268941,null,0,11.68,33,1525497.22,2.02E+11,0,123,66
368,8/12/16,40,5,1,830684014.2,237186,9307250000,588.8,69218000,1837.5,73.45314887,null,1,7577,26849256.38,44066,968865000,11.69,13690100,32112.03125,30.19986677,19483,18276092.68,3470,175966000,3.74,2025430,14875,19.70440611,null,0,11.55,27,1505424.89,2.02E+11,0,120,54
369,8/13/16,38,4,1,634911125.5,217760,9285530000,587.36,43563000,2100,62.93119656,null,23,7600,23503036.64,40891,975999000,11.77,7539490,31998.90625,25.07781385,19017,22556580.13,3334,174620000,3.71,2473190,15675,19.95755093,null,0,11.55,13,1495388.72,2.02E+11,0,114,26
370,8/14/16,37,5,1,584521964.3,200436,9258730000,585.59,60851100,2075,61.66486663,null,1,7601,18654435.72,40545,960855000,11.58,8680160,31965.15625,24.19811888,19171,14095097.92,2877,175008000,3.72,2655030,13825,32.79081288,null,0,11.55,9,1645931.21,2.02E+11,0,74,18
371,8/15/16,42,4,1,851170486.9,216471,9021180000,570.49,57262300,1962.5,66.62214347,null,3,7604,16046058.36,42234,929558000,11.2,7500840,32332.65625,27.15515556,19570,21311159.41,3299,171883000,3.65,3314040,13325,17.98791021,null,0,11.81,31,1645931.21,2.02E+11,0,84,62
372,8/16/16,41,3,0.1,944432859.9,238271,8970770000,567.24,58405200,1625,81.64256858,null,1,7605,10487367.22,48880,932162000,11.23,7051510,32037.1875,31.16428493,20536,21317843.62,3327,168951000,3.59,2302180,13875,16.44278332,null,0,12.64,34,1577645.9,2.03E+11,0,82,68
373,8/17/16,42,3,1,889458278.2,234663,9138030000,577.76,54443000,1500,75.20275393,null,0,7605,19649803.29,44805,924591000,11.13,8833760,31994.53125,28.70173901,19659,22702216.74,3331,171832000,3.65,1830120,12300,14.84361909,null,0,12.19,41,1469587.96,2.17E+11,0,84,82
374,8/18/16,41,3,1,952118597.3,232190,9074760000,573.71,59896600,1850,72.88027106,null,2,7607,12746921.55,47731,892903000,10.75,6935800,32789.0625,36.0614908,19252,12932674.39,3175,169884000,3.6,1645410,13525,14.34922523,null,0,11.43,27,1329112.64,2.17E+11,0,82,54
375,8/19/16,39,4,1,865503646.5,249563,9085820000,574.34,50631600,1800,80.46591254,null,1,7608,11026704.07,42893,893156000,10.75,5390850,31841.40625,29.83235875,19623,11237034.4,3305,170319000,3.61,1433570,16125,14.3394893,null,0,11.34,27,1664092.25,2.17E+11,0,78,54
376,8/20/16,35,3,0.1,911848182.7,219843,9114500000,576.08,45301400,2075,68.26571395,null,1,7609,16660412.06,41253,893814000,10.75,7443540,32228.125,26.60769533,19381,11031334.3,2693,170236000,3.61,1642330,14875,15.74281404,null,0,11.34,47,1664092.25,2.17E+11,0,70,94
377,8/21/16,34,3,1,566882995.5,185409,9208210000,581.94,38299400,1950,50.74495377,null,0,7609,39968156.51,42468,936015000,11.25,4355660,32699.84375,29.01744247,19698,10143419.04,2712,170829000,3.62,1321380,15175,15.87473786,null,0,11.34,30,1685703.84,2.17E+11,0,68,60
378,8/22/16,40,3,1,898415899.8,219548,9199410000,581.31,72844000,1987.5,63.52197832,null,0,7609,25010022.94,44161,930708000,11.19,6588920,32289.6875,29.90945609,19707,13676779.89,3479,170790000,3.62,2685030,15675,21.57092431,null,0,12.27,33,1761344.39,2.17E+11,0,80,66
379,8/23/16,40,3,1,970228989.1,242225,9286930000,586.77,85349200,1950,66.90781245,null,1,7610,49946372.68,48028,927065000,11.14,6489380,32187.03125,72.11857086,21172,47935886.4,5720,173066000,3.66,12154100,14900,24.85667077,null,0,12.38,48,1718121.22,2.17E+11,0,80,96
380,8/24/16,40,4,1,1140939413,237211,9234800000,583.41,56328200,1850,67.0013252,null,3,7613,11029422.49,46724,918039000,11.02,4423420,32273.4375,30.00325878,19582,31236363.22,4331,185610000,3.93,4425210,14325,21.18166845,null,0,13.45,100,1588451.69,2.17E+11,0,80,200
381,8/25/16,42,4,1,884489826.8,223110,9184700000,580.18,136130000,1625,62.09640032,null,2,7615,10198398.79,49762,918977000,11.03,8552380,32135.625,32.48290393,21111,30486775.5,3971,182248000,3.86,3206370,13450,26.77752021,null,0,13.63,64,1653286.46,2.17E+11,0,84,128
382,8/26/16,38,4,1,1027250339,237800,9147170000,577.75,48856800,1675,64.80766552,null,4,7619,22218435.31,47246,946092000,11.35,5857850,31871.40625,31.57593595,19678,20541675.14,3279,179722000,3.8,2392690,14050,16.53893019,null,0,13.65,26,1404753.2,2.17E+11,0,76,52
383,8/27/16,39,3,1,781766957.9,193996,9174990000,579.45,59698300,1725,55.89228071,null,0,7619,10881913.62,47889,941585000,11.29,15108400,32306.40625,28.57993924,19501,15539664.44,3298,180864000,3.82,6505780,14325,17.64177095,null,0,13.65,29,1426364.78,2.17E+11,0,78,58
384,8/28/16,40,4,1,534396450.9,169749,9023610000,569.83,86301600,1975,48.61558113,null,2,7621,9252287.092,42580,929690000,11.15,5303040,32024.21875,25.72725672,19829,16483842.45,3080,176715000,3.74,2380150,13950,13.21206137,null,0,13.65,44,1556034.31,2.17E+11,0,80,88
385,8/29/16,40,5,1,753693884.7,227380,9091830000,574.07,110398000,1975,63.49027266,null,1,7622,13020490.81,45441,910698000,10.92,8130540,31930.15625,29.40689668,20791,17379812.45,3502,176842000,3.74,2610000,15875,14.03571524,null,0,12.94,45,1642480.66,2.17E+11,0,80,90
386,8/30/16,38,4,1,732952040.1,241262,9093530000,574.11,70342400,1825,66.28178421,null,2,7624,9426117.358,46872,917474000,10.99,7221260,31871.09375,32.24637659,19916,16915016.68,3379,178314000,3.77,2315030,13450,15.15803634,null,0,13.12,52,1635101.52,2.18E+11,0,76,104
387,8/31/16,42,3,1,793769278.2,233237,9149730000,577.59,75840900,1787.5,63.78789563,null,0,7624,12280701.76,45771,938406000,11.24,11073700,32138.28125,29.99766426,21450,20052495.17,3737,180189000,3.81,1678550,14725,29.55171801,null,0,13.42,45,1810682.89,2.21E+11,0,84,90
388,9/1/16,41,5,1,753251491.5,227277,9118280000,575.55,76923400,1637.5,61.8596503,null,1,7625,23131550.41,47430,974844000,11.67,24051500,31744.6875,31.74365594,21667,19859510.54,3472,179752000,3.8,2241890,15425,23.768336,null,0,13.48,49,1481467.82,2.21E+11,0,82,98
389,9/2/16,39,4,1,652881956.7,237131,9069550000,572.41,79910800,2025,60.17185475,null,1,7626,20991572.86,55316,999757000,11.96,9368300,32384.0625,45.22987797,21087,17012966.62,3479,181757000,3.84,1984050,13625,24.53571158,null,0,11.98,29,1547310.83,2.21E+11,0,78,58
390,9/3/16,43,3,1,622634298.9,184841,9120440000,575.55,159014000,1587.5,51.3752546,null,0,7626,15145481.72,44765,1012580000,12.11,13358800,31495.9375,27.18074981,19983,12381603.46,3171,181349000,3.83,2484220,14975,18.15634691,null,0,11.98,8,1678996.86,2.21E+11,0,86,16
391,9/4/16,46,4,1,500893470.1,181407,9486370000,598.59,97942900,2162.5,47.30087673,null,1,7627,17433395.03,48066,982952000,11.75,7220550,31859.6875,49.33606776,19903,28000091.2,3371,184540000,3.89,4834060,14450,27.08799068,null,0,11.98,36,1382703.3,2.21E+11,0,138,72
392,9/5/16,42,4,1,668839755.8,217298,9652490000,608.99,82446800,1775,60.24055169,null,9,7636,9499487.654,42454,977169000,11.68,5724100,32194.0625,28.62886746,19959,18726992.11,3575,190686000,4.02,4245990,14400,22.23486607,null,0,11.98,24,1964316.59,2.21E+11,0,126,48
393,9/6/16,41,4,1,890396377.3,230414,9614140000,606.51,78529100,1675,61.1978289,null,9,7645,11344162.09,48888,981303000,11.73,6346330,31681.40625,33.38026673,20369,22718416.49,3414,188974000,3.98,1699160,14300,17.16321182,null,0,12.02,52,1536337,2.21E+11,0,123,104
394,9/7/16,43,3,0.1,722241379.8,250133,9679610000,610.57,75032400,1887.5,63.82177086,null,3,7648,10302109.73,48547,979087000,11.69,6115050,32267.8125,34.19942435,19322,12367612.75,3341,189261000,3.99,1988370,13250,15.6367386,null,0,11.94,49,1492441.65,2.21E+11,0,129,98
395,9/8/16,49,4,1,706641333.6,226737,9745120000,614.63,86713000,1762.5,59.05842244,null,5,7653,17511514.59,55832,967010000,11.55,11535000,31908.59375,41.20653978,22083,13440895.07,3447,188381000,3.97,2425520,14875,17.02372077,null,0,12.51,45,1668023.03,2.21E+11,0,147,90
396,9/9/16,43,4,1,866917406.5,223378,9931980000,626.35,64550200,1875,64.04047509,null,3,7656,7932457.961,53507,956210000,11.41,6109200,32216.875,41.89687901,20205,10055006.32,3000,189118000,3.98,1450080,14225,14.41880361,null,0,17.5,36,1580232.34,2.21E+11,0,129,72
397,9/10/16,45,3,1,626045956.6,201925,9878730000,622.93,45016800,1800,52.98923538,null,4,7660,7800680.436,42595,977515000,11.66,7220300,31830.625,27.40706334,19825,7785640.948,2571,188630000,3.97,661652,15275,18.78069019,null,0,17.5,33,1569258.5,2.21E+11,0,135,66
398,9/11/16,42,3,1,588670256.8,181868,9887780000,623.42,73610800,2212.5,48.04488153,null,1,7661,10321578.58,43291,1023640000,12.21,8791180,32352.96875,28.54804571,20444,8500510.18,2612,188515000,3.97,2100480,15025,23.36425242,null,0,17.5,24,1700944.53,2.21E+11,0,126,48
399,9/12/16,45,4,1,779817897.4,206981,9628560000,607,72812300,2062.5,54.52138569,null,13,7674,10819500.53,44320,976645000,11.64,7478080,32237.03125,35.02999901,20885,17344945.98,3524,183908000,3.87,2454330,14300,18.45544574,null,0,15.16,28,1799709.05,2.21E+11,0,135,56
400,9/13/16,40,3,0.1,728971402.7,236641,9645930000,608.02,86920600,1975,67.42386781,null,1,7675,11379522.27,42499,997638000,11.89,11704300,31904.84375,30.39217184,20413,14838204.42,3091,182131000,3.83,2219650,13275,16.43225285,null,0,17.85,55,1829872.71,2.25E+11,0,120,110
401,9/14/16,41,3,1,759819629.8,228030,9660080000,608.84,47877700,1950,62.83099293,null,3,7678,8961322.049,53693,999352000,11.9,5694820,32528.75,36.29935897,20041,10200805.09,2851,181565000,3.82,1322330,14150,11.27763412,null,0,18.14,38,1863551.35,2.26E+11,0,123,76
402,9/15/16,42,5,1,648726619.8,232442,9688940000,610.59,59464600,1862.5,58.37547142,null,16,7694,7364668.085,52522,1002970000,11.94,7309090,32182.8125,36.22695515,20832,7417976.815,2669,182156000,3.83,1793220,15450,14.37859307,null,0,16.3,42,1751289.22,2.26E+11,0,126,84
403,9/16/16,42,5,0.1,850264879.2,214566,9637020000,607.25,64963400,1962.5,63.97432146,null,3,7697,27144651.86,57334,1004740000,11.96,17421500,32239.0625,46.93201365,21105,8007211.755,2975,181512000,3.82,1663730,13750,10.81530433,null,0,15.37,28,1728836.79,2.26E+11,0,126,56
404,9/17/16,41,4,1,512741452.6,219318,9637600000,607.22,37140300,1875,59.87402843,null,1,7698,10043370.53,46836,1055440000,12.56,7446610,32155,35.28131815,20922,5678894.702,2750,180848000,3.8,1568340,14875,16.13081559,null,0,15.37,28,1571669.81,2.26E+11,0,123,56
405,9/18/16,42,6,1,559193890.4,192468,9623950000,606.28,48679400,1825,52.19520153,null,1,7699,19874708.91,37734,1066620000,12.69,22433300,29573.90625,29.6452624,19346,7438421.515,2414,181377000,3.81,1727830,13700,13.52354777,null,0,15.37,27,1829872.71,2.26E+11,0,84,54
406,9/19/16,39,6,1,609090451.4,207626,9681960000,609.87,54796400,1725,62.62962459,null,3,7702,11469223.03,40477,1045870000,12.44,13838800,34276.875,27.61737771,20829,8245646.46,3189,192499000,4.04,1606420,15600,11.76718344,null,0,15.53,40,1627800.88,2.26E+11,0,78,80
407,9/20/16,44,6,0.1,864463845.1,242705,9673140000,609.25,72710900,1812.5,68.54662378,null,15,7717,48695726.93,53967,1111810000,13.21,31929100,32492.5,32.8255676,24174,5009292.466,2931,182404000,3.83,2263260,14825,13.02229728,null,0,15.92,27,1493086.32,2.26E+11,0,88,54
408,9/21/16,45,7,1,939789490,248696,9584260000,603.59,82776200,2037.5,67.24185109,null,4,7721,58371360.58,44311,1214950000,14.43,28645000,32083.75,30.17218606,20488,11796654.76,3368,184357000,3.87,3853090,13650,14.82286539,null,0,13.3,34,1717610.58,2.26E+11,0,90,68
409,9/22/16,41,6,1,837936071.3,220861,9485280000,597.28,67085300,1887.5,60.46038209,null,1,7722,25773645.03,52594,1150650000,13.66,27382800,31605.625,63.14613194,17295,8097166.18,3449,183805000,3.86,1445220,14425,11.85711713,null,0,12.02,45,1863551.35,2.26E+11,0,82,90
410,9/23/16,41,6,1,935173034.6,232837,9469130000,596.2,51067000,1687.5,62.43187871,null,3,7725,27032758.89,35208,1112590000,13.21,9166430,34276.875,49.03093137,17913,5833952.239,2799,179509000,3.77,1572350,15750,12.44423941,null,0,12.29,67,1582896.02,2.26E+11,0,82,134
411,9/24/16,38,5,1,651216237.9,212270,9577520000,602.96,35359500,1937.5,60.10889387,null,1,7726,17838758.89,43295,1122670000,13.32,9824880,33324.21875,71.02947473,18317,5064504.069,2335,181929000,3.81,2118420,14675,11.41326701,null,0,12.29,35,1526764.96,2.26E+11,0,76,70
412,9/25/16,37,5,1,707291343.7,195163,9575360000,602.75,33977800,2400,50.0120384,null,3,7729,31967554.23,38641,1083510000,12.85,5283440,34394.21875,67.14020109,17660,6936037.508,2898,181090000,3.8,1540650,14175,14.52663136,null,0,12.29,43,1874777.56,2.26E+11,0,74,86
413,9/26/16,40,4,1,1056920496,226679,9545830000,600.81,59153800,1975,59.23807501,null,2,7731,19116431.4,43448,1110700000,13.17,7213070,32127.65625,115.6392056,17634,9804759.523,3089,181334000,3.8,2148250,13525,13.4877568,null,0,14.5,68,2230413.26,2.35E+11,0,80,136
414,9/27/16,39,4,1,828794034.8,236626,9661590000,608.02,49422400,1900,61.83353282,null,1,7732,14571186.4,46771,1085330000,12.86,6831070,35287.5,98.5407521,17158,9838066.937,2861,184100000,3.86,1734250,13675,23.98679173,null,0,13.1,84,1834694.78,2.41E+11,0,78,168
415,9/28/16,38,4,0.1,1206264168,238258,9634530000,606.24,48722600,2012.5,64.73933198,null,1,7733,32698581.21,42726,1106330000,13.11,10239000,32403.4375,68.13269113,18570,8357336.148,2805,183854000,3.85,1905040,13975,13.59150727,null,0,12.39,64,2026558.28,2.41E+11,0,76,128
416,9/29/16,39,4,0.1,849944276,233415,9616160000,605.02,55658600,1812.5,65.77145122,null,4,7737,28043862.48,40002,1121060000,13.28,5990630,32313.4375,41.27925801,17896,6214647.108,3098,183299000,3.84,1674200,13800,15.11552567,null,0,14.02,30,1774737.43,2.41E+11,0,78,60
417,9/30/16,40,3,0.1,1050438732,257342,9628250000,605.72,56122400,1625,71.30425819,null,2,7739,11941478.82,35590,1104530000,13.08,5950840,31623.28125,40.25902679,17201,8375237.935,3040,183655000,3.84,2104930,14775,11.72503718,null,0,13.29,31,1714780.09,2.41E+11,0,80,62
418,10/1/16,43,4,1,893636215.1,218163,9696280000,609.93,56357000,2112.5,59.84406969,null,1,7740,10871461.74,53033,1115690000,13.2,6331160,34478.59375,91.3894999,19365,7364814.376,3007,183883000,3.85,1426340,14900,18.13749972,null,0,13.29,1,1702788.62,2.41E+11,0,86,2
419,10/2/16,40,3,1,583274686.5,199335,9761330000,613.95,39249800,1837.5,54.36143903,null,2,7742,23656361.42,50920,1114200000,13.18,4079660,35749.53125,87.47521667,20006,5583768.92,2442,183871000,3.85,1373630,15075,13.49658899,null,0,13.29,1,1882660.65,2.41E+11,0,80,2
420,10/3/16,43,4,1,956275400.3,246087,9714980000,610.97,46798300,1712.5,70.03215871,null,5,7747,8057917.076,47056,1116600000,13.2,7458320,33282.65625,65.92753264,18292,5841578.837,2466,184113000,3.85,1207110,14950,11.64877146,null,0,13.57,2,1690797.15,2.41E+11,0,86,4
421,10/4/16,43,5,1,861737258.6,255788,9733330000,612.05,49801600,1975,71.85589749,null,11,7758,9444778.966,34074,1137980000,13.45,8348280,32054.53125,85.36779295,15588,5655511.244,2984,183632000,3.84,1116870,14750,14.58737308,null,0,13.63,1,1822703.31,2.41E+11,0,86,2
422,10/5/16,44,5,1,1073888075,272946,9705320000,610.22,68077500,2087.5,73.87769096,null,1,7759,13817431.78,40876,1124270000,13.28,9881370,33081.5625,64.16574449,16326,8101884.191,3091,183364000,3.83,1394850,13100,17.91758237,null,0,12.99,1,1894652.12,2.41E+11,0,88,2
423,10/6/16,43,5,1,1105807230,269396,9742370000,612.47,56812100,2037.5,76.38916565,null,3,7762,12139306.9,35896,1102940000,13.03,12044800,32822.5,50.2581089,16705,5708860.986,4273,184097000,3.85,1415940,13850,15.20194597,null,0,12.84,1,2002575.35,2.41E+11,0,86,2
424,10/7/16,45,5,1,1092215275,265521,9745740000,612.61,64071400,1775,72.83993345,null,4,7766,12028798.9,43522,1088570000,12.85,8933050,36571.25,53.56977025,19028,6455498.415,3772,183775000,3.84,1596220,14800,14.23238862,null,0,13.48,1,1930626.53,2.41E+11,0,90,2
425,10/8/16,43,6,1,1156176994,263869,9822100000,617.34,42345900,2125,70.16266113,null,4,7770,13323800.13,37109,1073990000,12.67,11611200,36094.6875,56.3805619,18761,7902280.403,2931,185048000,3.86,1544210,12700,10.08033239,null,0,13.48,1,1726771.55,2.41E+11,0,86,2
426,10/9/16,46,4,1,1264691045,213221,9852480000,619.17,39243400,2000,58.44625182,null,8,7778,31603875.33,43242,1035590000,12.22,7208480,33425.625,60.02357006,19073,7422240.651,2867,184174000,3.84,1239070,13900,11.69223022,null,0,13.48,1,2171858.8,2.51E+11,0,138,3
427,10/10/16,45,5,1,1523217746,207895,9816270000,616.82,67481100,1612.5,63.73455985,null,3,7781,31177064.69,43727,1022860000,12.06,10809200,33130.9375,54.63668968,20222,8543824.396,3515,183200000,3.82,1420790,15350,14.69596109,null,0,13.38,1,2056197.68,2.59E+11,0,135,3
428,10/11/16,51,5,1,1334026678,269618,9855650000,619.24,103590000,1725,78.48796874,null,3,7784,27052724.86,40560,997949000,11.76,11727700,32479.53125,39.19865461,17385,12044153.92,3307,182337000,3.8,2025380,14100,17.22928602,null,0,15.36,2,1606404.44,2.59E+11,0,153,6
429,10/12/16,54,4,1,1460753275,230090,10201000000,640.87,92370200,1737.5,71.47980659,null,0,7784,30964787.13,29943,1000220000,11.78,9694640,33092.65625,44.18646314,11625,10083502.79,3391,183178000,3.82,3154520,14425,21.8035142,null,0,15.91,2,1786321.73,2.59E+11,0,162,6
430,10/13/16,49,5,1,813808258.5,232296,10125100000,636.03,61620700,1650,67.4793587,null,1,7785,12152335.17,32213,1011190000,11.91,8665190,34826.25,112.6585011,9197,12610430.99,3584,179685000,3.75,3798640,14100,21.20625853,null,0,16.69,1,1863429.15,2.59E+11,0,147,3
431,10/14/16,48,5,1,920416608.3,234496,10141600000,637.01,58144600,1737.5,66.08457031,null,1,7786,31588920.21,41958,1018390000,11.99,4333510,32913.75,75.24662027,15841,15397578.9,3344,187679000,3.91,2142390,12925,20.26186043,null,0,16.12,1,1644958.14,2.59E+11,0,144,3
432,10/15/16,44,4,1,1833184718,219579,10195200000,640.31,39035400,1687.5,65.20498203,null,3,7789,13851206.64,33652,1014280000,11.94,4991840,32207.1875,69.082723,12334,7307694.296,3043,187173000,3.9,1664980,13100,18.83929939,null,0,16.12,6,1747768.03,2.59E+11,0,132,18
433,10/16/16,43,4,1,1508702417,200214,10176800000,639.08,40298100,1700,58.19844566,null,0,7789,19157480.3,34982,1018540000,11.98,3617280,32930.3125,66.99710041,14400,9031399.304,3005,186368000,3.88,2160150,13075,13.83653895,null,0,16.12,4,1824875.44,2.59E+11,0,86,164
434,10/17/16,46,5,1,1020806199,227464,10221300000,641.82,58063600,1575,70.4016413,null,2,7791,21942137.17,38085,1016710000,11.96,5724440,32374.0625,71.53950337,16766,8497403.412,4300,186886000,3.89,1716740,15200,17.69585884,null,0,16.21,3,1670660.61,2.59E+11,0,92,123
435,10/18/16,45,5,1,1322693241,245888,10184000000,639.41,65546700,1875,75.41165925,null,1,7792,34360816.02,51666,1020530000,12,18864200,33324.0625,96.86327472,20527,10446138.52,3586,189918000,3.95,1790400,14825,12.88373875,null,0,15.28,2,1606404.44,2.59E+11,0,90,82
436,10/19/16,46,6,1,1187998586,242999,10164800000,638.13,69381700,1800,70.39845876,null,0,7792,13359418.03,38237,1071710000,12.59,10576200,33142.1875,92.76412162,14106,9365803.992,4746,184789000,3.85,2243800,15950,14.44153939,null,0,14.41,2,1991941.5,2.59E+11,0,92,82
437,10/20/16,45,4,1,1016808859,234923,10046700000,630.66,56957300,1512.5,82.32236443,null,2,7794,8755901.386,43331,1025620000,12.05,8170760,34536.5625,54.94496562,20554,7914685.556,4281,183013000,3.81,2417550,13925,12.60307512,null,0,13.75,4,1619255.67,2.59E+11,0,90,164
